"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Alex Rodriguez",37,"DH","Vet",2.9e+07,1e+06,0,3e+07,3e+07,13.13,0
"C.C. Sabathia",31,"SP","Vet",2.3e+07,1285714,0,24285714,24285714,10.63,0
"Mark Teixeira",32,"1B","Vet",22500000,625000,0,23125000,23125000,10.12,0
"Derek Jeter",38,"SS","Vet",1.6e+07,0,0,1.6e+07,1.6e+07,7,0
"Mariano Rivera",42,"RP","Vet",1.5e+07,0,0,1.5e+07,1.5e+07,6.56,0
"Robinson Cano",29,"2B","Vet",1.4e+07,0,0,1.4e+07,1.4e+07,6.13,0
"Rafael Soriano",32,"RP","Vet",1.1e+07,0,0,1.1e+07,1.1e+07,4.81,0
"Nick Swisher",31,"OF","Vet",10250000,0,0,10250000,10250000,4.49,0
"Curtis Granderson",31,"RF","Vet",1e+07,0,25000,10025000,10025000,4.39,0
"Hiroki Kuroda",37,"SP","Pre-Arb",1e+07,0,0,1e+07,1e+07,4.38,0
"Russell Martin",29,"C","Arb 3",7500000,0,0,7500000,7500000,3.28,0
"Ichiro Suzuki",38,"RF","Vet",1.7e+07,1e+06,0,1.8e+07,6781420,2.97,0
"Pedro Feliciano",35,"RP","Vet",4e+06,0,0,4e+06,4e+06,1.75,0
"Freddy Garcia",35,"SP","Vet",4e+06,0,0,4e+06,4e+06,1.75,0
"Phil Hughes",26,"RP","Arb 2",3200000,0,0,3200000,3200000,1.4,0
"Brett Gardner",28,"LF","Arb 1",2800000,0,0,2800000,2800000,1.23,0
"Andy Pettitte",40,"SP","Vet",2500000,0,0,2500000,2500000,1.09,0
"Andruw Jones",35,"LF","Vet",2e+06,0,0,2e+06,2e+06,0.88,0
"Boone Logan",27,"RP","Arb 3",1875000,0,0,1875000,1875000,0.82,0
"Eric Chavez",34,"3B","Vet",9e+05,0,9e+05,1800000,1800000,0.79,0
"Joba Chamberlain",26,"RP","Arb 2",1675000,0,0,1675000,1675000,0.73,0
"David Robertson",27,"RP","Arb 1",1600000,0,0,1600000,1600000,0.7,0
"Raul Ibanez",40,"DH","Vet",1100000,0,0,1100000,1100000,0.48,0
"Casey McGehee",29,"3B","Arb 1",2537500,0,0,2537500,901297,0.39,0
"Jayson Nix",29,"2B","Pre-Arb",9e+05,0,0,9e+05,9e+05,0.39,0
"Michael Pineda",23,"SP","Pre-Arb",528475,0,0,528475,528475,0.23,0
"Ivan Nova",25,"SP","Pre-Arb",527200,0,0,527200,527200,0.23,0
"Clay Rapada",31,"RF","Pre-Arb",525000,0,0,525000,525000,0.23,0
"Eduardo Nunez",25,"SS","Pre-Arb",523800,0,0,523800,523800,0.23,0
"Francisco Cervelli",26,"C","Pre-Arb",513700,0,0,513700,513700,0.22,0
"Cory Wade",29,"RP","Pre-Arb",508925,0,0,508925,508925,0.22,0
"David Aardsma",30,"RP","Vet",5e+05,0,0,5e+05,5e+05,0.22,0
"Chris Stewart",30,"C","Pre-Arb",482500,0,0,482500,482500,0.21,0
"Austin Romine",23,"C","Pre-Arb",482000,0,0,482000,482000,0.21,0
"Cody Eppley",26,"RP","Pre-Arb",481000,0,0,481000,481000,0.21,0
"Cesar Cabral",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.21,0
"Justin Maxwell",28,"LF","Pre-Arb",480000,0,0,480000,480000,0.21,0
"Melky Mesa",25,"CF","Pre-Arb",480000,0,0,480000,480000,0.21,0
"Brad Meyers",26,"RP","Pre-Arb",480000,0,0,480000,480000,0.21,0
"David Phelps",25,"RP","Pre-Arb",480000,0,0,480000,480000,0.21,0
"Adam Warren",24,"RP","Pre-Arb",480000,0,0,480000,480000,0.21,0
"Derek Lowe",39,"SP","Vet",480000,0,0,480000,125901,0.06,0
