"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"C.C. Sabathia",35,"SP","Vet",2.5e+07,0,0,2.5e+07,2.5e+07,11.33,"23,000,000"
"Mark Teixeira",36,"1B","Vet",22500000,625000,0,23125000,23125000,10.48,"22,500,000"
"Masahiro Tanaka",27,"SP","Pre-Arb",2.2e+07,0,0,2.2e+07,2.2e+07,9.97,"22,142,857"
"Jacoby Ellsbury",32,"CF","Vet",21142857,0,0,21142857,21142857,9.58,"21,857,143"
"Brian McCann",32,"C","Vet",1.7e+07,0,0,1.7e+07,1.7e+07,7.7,"17,000,000"
"Chase Headley",32,"3B","Vet",1.3e+07,0,750000,13750000,13750000,6.23,"13,000,000"
"Brett Gardner",32,"LF","Vet",1.3e+07,5e+05,0,13500000,13500000,6.12,"13,000,000"
"Starlin Castro",26,"2B","Arb 4",7e+06,857142,0,7857142,7857142,3.56,"8,571,429"
"Michael Pineda",27,"SP","Arb 2",4300000,0,0,4300000,4300000,1.95,"4,300,000"
"Didi Gregorius",26,"SS","Arb 1",2425000,0,0,2425000,2425000,1.1,"2,425,000"
"Tyler Clippard",31,"RP","Vet",4100000,2e+06,0,6100000,1433879,0.65,"6,125,000"
"Eric Young Jr.",31,"CF","Arb 3",1e+06,0,0,1e+06,1e+06,0.45,"1,000,000"
"Adam Warren",28,"RP","Arb 1",1700000,0,0,1700000,650273,0.29,"1,700,000"
"Aaron Hicks",26,"RF","Pre-Arb",574000,0,0,574000,574000,0.26,"574,000"
"Austin Romine",27,"C","Pre-Arb",556000,0,0,556000,556000,0.25,"556,000"
"Ronald Torreyes",23,"2B","Pre-Arb",508600,0,0,508600,508600,0.23,"508,600"
"Dellin Betances",28,"RP","Pre-Arb",507500,0,0,507500,507500,0.23,"507,500"
"Anthony Swarzak",30,"RP","Arb 2",750000,0,0,750000,483564,0.22,"750,000"
"Chasen Shreve",25,"RP","Pre-Arb",533400,0,0,533400,419760,0.19,"533,400"
"Kirby Yates",29,"RP","Pre-Arb",511900,0,0,511900,363610,0.16,"511,900"
"Nick Goody",24,"RP","Pre-Arb",507500,0,0,507500,327214,0.15,"507,500"
"Rob Refsnyder",25,"2B","Pre-Arb",507500,0,0,507500,313349,0.14,"507,500"
"Luis Severino",22,"SP","Pre-Arb",521300,0,0,521300,304843,0.14,"521,300"
"Richard Bleier",29,"RP","Pre-Arb",507500,0,0,507500,274527,0.12,"507,500"
"Luis Cessa",24,"RP","Pre-Arb",507500,0,0,507500,266208,0.12,"507,500"
"Gary Sanchez",23,"C","Pre-Arb",507500,0,0,507500,171926,0.08,"507,500"
"Tom Layne",31,"RP","Pre-Arb",507500,0,0,507500,152515,0.07,"507,500"
"Blake Parker",31,"RP/CL","Pre-Arb",507500,0,0,507500,152515,0.07,"507,500"
"Tyler Austin",24,"1B","Pre-Arb",507500,0,0,507500,141423,0.06,"507,500"
"Ben Heller",24,"P","Pre-Arb",507500,0,0,507500,119239,0.05,"507,500"
"Jonathan Holder",24,"RP","Pre-Arb",507500,0,0,507500,85963,0.04,"507,500"
"James Pazos",25,"RP","Pre-Arb",507500,0,0,507500,85963,0.04,"507,500"
"Bryan Mitchell",25,"SP","Pre-Arb",516650,0,0,516650,76221,0.03,"516,650"
"Mason Williams",24,"CF","Pre-Arb",509700,0,0,509700,52915,0.02,"509,700"
"Billy Butler",30,"DH","Vet",507500,0,0,507500,49914,0.02,"507,500"
"Donovan Solano",28,"2B","Arb 1",507500,0,0,507500,41595,0.02,"507,500"
