"Active.Players..34.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Braun
										
										Ryan Braun",33,"LF","Vet","$19,000,000","$1,000,000","-","$20,000,000","$20,000,000",29.01,"21,000,000"
"Garza
										
										Matt Garza",33,"SP","Vet","$12,500,000","-","-","$12,500,000","$12,500,000",18.13,"12,500,000"
"Thames
										
										Eric Thames",30,"1B","Arb 3","$4,000,000","-","$500,000","$4,500,000","$4,500,000",6.53,"5,333,333"
"Walker
										
										Neil Walker",31,"2B","Vet","$17,200,000","-","-","$17,200,000","$3,000,000",4.35,"17,200,000"
"Anderson
										
										Chase Anderson",29,"SP","Arb 1","$2,450,000","-","-","$2,450,000","$2,450,000",3.55,"2,450,000"
"Torres
										
										Carlos Torres",34,"RP","Arb 2","$2,175,000","-","-","$2,175,000","$2,175,000",3.15,"2,175,000"
"Vogt
										
										Stephen Vogt",32,"C","Arb 1","$2,965,000","-","-","$2,965,000","$1,603,998",2.33,"2,965,000"
"Hughes
										
										Jared Hughes",31,"RP","Arb 2","$950,000","-","-","$950,000","$950,000",1.38,"950,000"
"Jeffress
										
										Jeremy Jeffress",29,"RP","Arb 1","$2,100,000","-","-","$2,100,000","$722,925",1.05,"2,100,000"
"Villar
										
										Jonathan Villar",26,"SS","Pre-Arb","$554,500","-","-","$554,500","$554,500",0.8,"554,500"
"Davies
										
										Zach Davies",24,"SP","Pre-Arb","$546,200","-","-","$546,200","$546,200",0.79,"546,200"
"Perez
										
										Hernan Perez",26,"LF","Pre-Arb","$545,700","-","-","$545,700","$545,700",0.79,"545,700"
"Shaw
										
										Travis Shaw",27,"3B","Pre-Arb","$544,400","-","-","$544,400","$544,400",0.79,"544,400"
"Santana
										
										Domingo Santana",24,"RF","Pre-Arb","$542,200","-","-","$542,200","$542,200",0.79,"542,200"
"Knebel
										
										Corey Knebel",25,"RP/CL","Pre-Arb","$538,900","-","-","$538,900","$538,900",0.78,"538,900"
"Pina
										
										Manuel Pina",30,"C","Pre-Arb","$538,200","-","-","$538,200","$538,200",0.78,"538,200"
"Arcia
										
										Orlando Arcia",22,"SS","Pre-Arb","$538,100","-","-","$538,100","$538,100",0.78,"538,100"
"Barnes
										
										Jacob Barnes",27,"RP","Pre-Arb","$537,700","-","-","$537,700","$537,700",0.78,"537,700"
"Aguilar
										
										Jesus Aguilar",27,"1B","Pre-Arb","$536,000","-","-","$536,000","$536,000",0.78,"536,000"
"Broxton
										
										Keon Broxton",27,"LF","Pre-Arb","$541,200","-","-","$541,200","$508,604",0.74,"541,200"
"Drake
										
										Oliver Drake",30,"RP","Pre-Arb","$535,000","-","-","$535,000","$499,833",0.72,"535,000"
"Bandy
										
										Jett Bandy",27,"C","Pre-Arb","$539,800","-","-","$539,800","$472,000",0.68,"539,800"
"Guerra
										
										Junior Guerra",32,"SP","Pre-Arb","$546,200","-","-","$546,200","$444,765",0.65,"546,200"
"Sogard
										
										Eric Sogard",31,"2B","Arb 3","$535,000","-","-","$535,000","$417,989",0.61,"535,000"
"Swarzak
										
										Anthony Swarzak",31,"RP","Arb 3","$900,000","-","-","$900,000","$339,342",0.49,"900,000"
"Hader
										
										Josh Hader",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$336,145",0.49,"535,000"
"Suter
										
										Brent Suter",27,"SP","Pre-Arb","$535,000","-","-","$535,000","$333,222",0.48,"535,000"
"Woodruff
										
										Brandon Woodruff",24,"SP","Pre-Arb","$535,000","-","-","$535,000","$257,224",0.37,"535,000"
"Susac
										
										Andrew Susac",27,"C","Pre-Arb","$537,400","-","-","$537,400","$172,457",0.25,"537,400"
"Phillips
										
										Brett Phillips",23,"OF","Pre-Arb","$535,000","-","-","$535,000","$154,919",0.22,"535,000"
"Wang
										
										Wei-Chung Wang",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$99,382",0.14,"535,000"
"Williams
										
										Taylor Williams",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.13,"535,000"
"Berry
										
										Quintin Berry",32,"LF","Pre-Arb","$535,000","-","-","$535,000","$78,921",0.11,"535,000"
"Wilkerson
										
										Aaron Wilkerson",28,"SP","Pre-Arb","$535,000","-","-","$535,000","$49,691",0.07,"535,000"
