"Active.Players..33.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Lowrie
										
										Jed Lowrie",31,"2B","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",9.82,"7,666,667"
"Rasmus
										
										Colby Rasmus",28,"LF","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",9.82,"8,000,000"
"Gregerson
										
										Luke Gregerson",31,"RP","Vet","$6,000,000","-","$50,000","$6,050,000","$6,050,000",7.43,"6,166,667"
"Neshek
										
										Pat Neshek",34,"RP","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",6.75,"6,250,000"
"Kazmir
										
										Scott Kazmir",31,"SP","Vet","$4,448,087","-","-","$4,448,087","$4,448,087",5.46,"11,000,000"
"Valbuena
										
										Luis Valbuena",29,"3B","Arb 3","$4,200,000","-","-","$4,200,000","$4,200,000",5.16,"4,200,000"
"Carter
										
										Chris Carter",28,"1B","Arb 1","$4,175,000","-","-","$4,175,000","$4,175,000",5.13,"4,175,000"
"Castro
										
										Jason Castro",28,"C","Arb 2","$4,000,000","-","-","$4,000,000","$4,000,000",4.91,"4,000,000"
"Qualls
										
										Chad Qualls",36,"RP","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",3.68,"3,000,000"
"Gomez
										
										Carlos Gomez",29,"CF","Vet","$2,928,961","-","-","$2,928,961","$2,928,961",3.6,"8,000,000"
"Altuve
										
										Jose Altuve",25,"2B","Arb 1","$2,500,000","$187,500","$25,000","$2,712,500","$2,712,500",3.33,"3,125,000"
"Sipp
										
										Tony Sipp",31,"RP","Arb 3","$2,400,000","-","-","$2,400,000","$2,400,000",2.95,"2,400,000"
"Conger
										
										Hank Conger",27,"C","Arb 1","$1,075,000","-","-","$1,075,000","$1,075,000",1.32,"1,075,000"
"Gonzalez
										
										Marwin Gonzalez",26,"LF","Arb 1","$1,062,500","-","-","$1,062,500","$1,062,500",1.3,"1,062,500"
"Perez
										
										Oliver Perez",33,"RP","Vet","$778,688","-","-","$778,688","$778,688",0.96,"2,125,000"
"Thatcher
										
										Joe Thatcher",33,"RP","Vet","$765,027","-","-","$765,027","$765,027",0.94,"1,000,000"
"Gattis
										
										Evan Gattis",28,"C","Pre-Arb","$526,500","-","-","$526,500","$526,500",0.65,"526,500"
"Keuchel
										
										Dallas Keuchel",27,"SP","Pre-Arb","$524,500","-","-","$524,500","$524,500",0.64,"524,500"
"McHugh
										
										Collin McHugh",28,"SP","Pre-Arb","$516,300","-","-","$516,300","$516,300",0.63,"516,300"
"Harris
										
										Will Harris",30,"RP","Pre-Arb","$513,900","-","-","$513,900","$513,900",0.63,"513,900"
"Springer
										
										George Springer",25,"RF","Pre-Arb","$512,900","-","-","$512,900","$512,900",0.63,"512,900"
"Marisnick
										
										Jake Marisnick",24,"CF","Pre-Arb","$511,200","-","-","$511,200","$511,200",0.63,"511,200"
"Fields
										
										Josh Fields",29,"RP","Pre-Arb","$516,700","-","-","$516,700","$482,818",0.59,"516,700"
"Tucker
										
										Preston Tucker",24,"RF","Pre-Arb","$507,500","-","-","$507,500","$385,478",0.47,"507,500"
"Correa
										
										Carlos Correa",20,"SS","Pre-Arb","$507,500","-","-","$507,500","$330,013",0.41,"507,500"
"McCullers
										
										Lance McCullers",21,"SP","Pre-Arb","$507,500","-","-","$507,500","$330,013",0.41,"507,500"
"Villar
										
										Jonathan Villar",24,"SS","Pre-Arb","$513,000","-","-","$513,000","$266,311",0.33,"513,000"
"Velasquez
										
										Vincent Velasquez",23,"SP","Pre-Arb","$507,500","-","-","$507,500","$230,177",0.28,"507,500"
"Fiers
										
										Michael Fiers",30,"SP","Pre-Arb","$512,500","-","-","$512,500","$187,636",0.23,"512,500"
"Duffy
										
										Matt Duffy",26,"1B","Pre-Arb","$507,500","-","-","$507,500","$141,434",0.17,"507,500"
"Stassi
										
										Max Stassi",24,"C","Pre-Arb","$507,500","-","-","$507,500","$99,836",0.12,"507,500"
"Feliz
										
										Michael Feliz",22,"RP","Pre-Arb","$507,500","-","-","$507,500","$97,062",0.12,"507,500"
"Straily
										
										Dan Straily",26,"SP","Pre-Arb","$507,500","-","-","$507,500","$66,557",0.08,"507,500"
