"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Holliday
										
										Matt Holliday",33,"DH","Vet","$17,000,000","-","-","$17,000,000","$17,000,000",14.11,0
"Molina
										
										Yadier Molina",30,"C","Vet","$14,000,000","$200,000","$100,000","$14,300,000","$14,300,000",11.87,0
"Beltran
										
										Carlos Beltran",36,"DH","Vet","$13,000,000","-","$50,000","$13,050,000","$13,050,000",10.83,0
"Wainwright
										
										Adam Wainwright",31,"SP","Vet","$12,000,000","-","$150,000","$12,150,000","$12,150,000",10.08,0
"Westbrook
										
										Jake Westbrook",35,"SP","Vet","$8,750,000","-","-","$8,750,000","$8,750,000",7.26,0
"Garcia
										
										Jaime Garcia",26,"SP","Arb 2","$5,750,000","$125,000","-","$5,875,000","$5,875,000",4.87,0
"Motte
										
										Jason Motte",31,"RP","Arb 2","$4,000,000","$500,000","-","$4,500,000","$4,500,000",3.73,0
"Mujica
										
										Edward Mujica",29,"RP","Arb 3","$3,200,000","-","-","$3,200,000","$3,200,000",2.66,0
"Freese
										
										David Freese",30,"3B","Arb 1","$3,150,000","-","-","$3,150,000","$3,150,000",2.61,0
"Craig
										
										Allen Craig",28,"RF","Pre-Arb","$1,750,000","-","-","$1,750,000","$1,750,000",1.45,0
"Choate
										
										Randy Choate",37,"RP","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.24,0
"Axford
										
										John Axford",30,"RP","Pre-Arb","$5,000,000","-","-","$5,000,000","$874,316",0.73,0
"Jay
										
										Jon Jay",28,"CF","Pre-Arb","$524,000","-","-","$524,000","$524,000",0.43,0
"Carpenter
										
										Matt Carpenter",27,"3B","Pre-Arb","$504,000","-","$10,000","$514,000","$514,000",0.43,0
"Lynn
										
										Lance Lynn",26,"SP","Pre-Arb","$513,000","-","-","$513,000","$513,000",0.43,0
"Salas
										
										Fernando Salas",28,"RP","Pre-Arb","$512,000","-","-","$512,000","$512,000",0.42,0
"Descalso
										
										Daniel Descalso",26,"3B","Pre-Arb","$511,000","-","-","$511,000","$511,000",0.42,0
"Cruz
										
										Tony Cruz",26,"C","Pre-Arb","$503,000","-","-","$503,000","$503,000",0.42,0
"Robinson
										
										Shane Robinson",28,"CF","Pre-Arb","$498,000","-","-","$498,000","$498,000",0.41,0
"Kelly
										
										Joe Kelly",25,"RP","Pre-Arb","$493,000","-","-","$493,000","$493,000",0.41,0
"Adams
										
										Matt Adams",24,"1B","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.41,0
"Kozma
										
										Pete Kozma",25,"SS","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.41,0
"Miller
										
										Shelby Miller",22,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.41,0
"Rosenthal
										
										Trevor Rosenthal",23,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.41,0
"Wacha
										
										Michael Wacha",22,"SP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.41,0
"Maness
										
										Seth Maness",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$415,027",0.34,0
"Gast
										
										John Gast",24,"P","Pre-Arb","$490,000","-","-","$490,000","$372,185",0.31,0
"Siegrist
										
										Kevin Siegrist",23,"RP","Pre-Arb","$490,000","-","-","$490,000","$310,601",0.26,0
"Martinez
										
										Carlos Martinez",21,"SP","Pre-Arb","$490,000","-","-","$490,000","$195,464",0.16,0
"Lyons
										
										Tyler Lyons",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$187,431",0.16,0
"Butler
										
										Keith Butler",24,"P","Pre-Arb","$490,000","-","-","$490,000","$149,945",0.12,0
"Johnson
										
										Rob Johnson",40,"C","","$490,000","-","-","$490,000","$144,590",0.12,0
"Chambers
										
										Adron Chambers",26,"LF","Pre-Arb","$490,000","-","-","$490,000","$125,846",0.1,0
"Wong
										
										Kolten Wong",22,"2B","Pre-Arb","$490,000","-","-","$490,000","$120,491",0.1,0
"Peterson
										
										Brock Peterson",29,"LF","Pre-Arb","$490,000","-","-","$490,000","$117,814",0.1,0
"Freeman
										
										Sam Freeman",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$112,459",0.09,0
"Jackson
										
										Ryan Jackson",25,"SS","Pre-Arb","$490,000","-","-","$490,000","$109,781",0.09,0
"Perez
										
										Audry Perez",24,"C","Pre-Arb","$490,000","-","-","$490,000","$74,972",0.06,0
