"Active.Players..47.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Beckett
										
										Josh Beckett",31,"SP","Vet","$15,750,000","$1,250,000","-","$17,000,000","$17,000,000",9.85,0
"Lackey
										
										John Lackey",32,"SP","Vet","$15,250,000","$700,000","-","$15,950,000","$15,950,000",9.24,0
"Crawford
										
										Carl Crawford",29,"LF","Vet","$14,000,000","$857,142","-","$14,857,142","$14,857,142",8.61,0
"Drew
										
										J.D. Drew",35,"RF","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",8.11,0
"Ortiz
										
										David Ortiz",35,"DH","Vet","$12,500,000","-","$150,000","$12,650,000","$12,650,000",7.33,0
"Youkilis
										
										Kevin Youkilis",32,"3B","Vet","$12,000,000","$250,000","-","$12,250,000","$12,250,000",7.1,0
"Papelbon
										
										Jonathan Papelbon",30,"RP","Arb 3","$12,000,000","-","-","$12,000,000","$12,000,000",6.95,0
"Matsuzaka
										
										Daisuke Matsuzaka",30,"SP","Pre-Arb","$10,000,000","$333,333","-","$10,333,333","$10,333,333",5.99,0
"Gonzalez
										
										Adrian Gonzalez",29,"1B","Vet","$6,300,000","-","$75,000","$6,375,000","$6,375,000",3.69,0
"Jenks
										
										Bobby Jenks",30,"RP","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",3.48,0
"Lester
										
										Jon Lester",27,"SP","Vet","$5,750,000","-","$50,000","$5,800,000","$5,800,000",3.36,0
"Pedroia
										
										Dustin Pedroia",27,"2B","Vet","$5,500,000","$250,000","-","$5,750,000","$5,750,000",3.33,0
"Scutaro
										
										Marco Scutaro",35,"2B","Vet","$5,000,000","$500,000","-","$5,500,000","$5,500,000",3.19,0
"Wheeler
										
										Dan Wheeler",33,"RP","Pre-Arb","$3,000,000","-","-","$3,000,000","$3,000,000",1.74,0
