"Active.Players..36.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Ramirez
										
										Aramis Ramirez",36,"3B","Vet","$16,000,000","-","$50,000","$16,050,000","$16,050,000",14.51,0
"Garza
										
										Matt Garza",30,"SP","Vet","$12,500,000","-","-","$12,500,000","$12,500,000",11.3,0
"Weeks
										
										Rickie Weeks",31,"1B","Vet","$11,000,000","$1,000,000","-","$12,000,000","$12,000,000",10.85,0
"Gallardo
										
										Yovani Gallardo",28,"RP","Vet","$11,250,000","$250,000","-","$11,500,000","$11,500,000",10.4,0
"Lohse
										
										Kyle Lohse",35,"SP","Vet","$11,000,000","-","$350,000","$11,350,000","$11,350,000",10.26,0
"Braun
										
										Ryan Braun",30,"LF","Vet","$10,000,000","$1,000,000","-","$11,000,000","$11,000,000",9.95,0
"Gomez
										
										Carlos Gomez",28,"CF","Vet","$7,000,000","-","$50,000","$7,050,000","$7,050,000",6.38,0
"Estrada
										
										Marco Estrada",30,"SP","Arb 2","$3,325,000","-","-","$3,325,000","$3,325,000",3.01,0
"Rodriguez
										
										Francisco Rodriguez",32,"RP","Vet","$3,250,000","-","-","$3,250,000","$3,250,000",2.94,0
"Gorzelanny
										
										Tom Gorzelanny",31,"RP","Vet","$2,800,000","$150,000","-","$2,950,000","$2,950,000",2.67,0
"Lucroy
										
										Jonathan Lucroy",28,"C","Arb 1","$2,300,000","$100,000","$25,000","$2,425,000","$2,425,000",2.19,0
"Reynolds
										
										Mark Reynolds",30,"3B","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.81,0
"Parra
										
										Gerardo Parra",27,"LF","Arb 2","$4,850,000","-","-","$4,850,000","$1,590,163",1.44,0
"Overbay
										
										Lyle Overbay",37,"1B","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.36,0
"Broxton
										
										Jonathan Broxton",30,"RP","Vet","$7,000,000","-","-","$7,000,000","$1,109,289",1,0
"Duke
										
										Zach Duke",31,"RP","Vet","$850,000","-","-","$850,000","$850,000",0.77,0
"Segura
										
										Jean Segura",24,"SS","Pre-Arb","$534,000","-","-","$534,000","$534,000",0.48,0
"Peralta
										
										Wily Peralta",25,"SP","Pre-Arb","$515,000","-","-","$515,000","$515,000",0.47,0
"Henderson
										
										Jim Henderson",31,"RP","Pre-Arb","$512,000","-","-","$512,000","$512,000",0.46,0
"Kintzler
										
										Brandon Kintzler",29,"RP","Pre-Arb","$507,000","-","-","$507,000","$507,000",0.46,0
"Schafer
										
										Logan Schafer",27,"LF","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.46,0
"Thornburg
										
										Tyler Thornburg",25,"RP","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.46,0
"Gennett
										
										Scooter Gennett",24,"2B","Pre-Arb","$504,000","-","-","$504,000","$504,000",0.46,0
"Davis
										
										Khris Davis",26,"LF","Pre-Arb","$503,000","-","-","$503,000","$503,000",0.45,0
"Maldonado
										
										Martin Maldonado",27,"C","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.45,0
"Smith
										
										Will Smith",24,"RP","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.45,0
"De Los Santos
										
										Miguel De Los Santos",25,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.45,0
"Wang
										
										Wei-Chung Wang",22,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.45,0
"Bianchi
										
										Jeff Bianchi",27,"2B","Pre-Arb","$502,000","-","-","$502,000","$411,475",0.37,0
"Herrera
										
										Elian Herrera",29,"SS","Pre-Arb","$500,000","-","-","$500,000","$366,120",0.33,0
"Wooten
										
										Rob Wooten",28,"RP","Pre-Arb","$501,000","-","-","$501,000","$224,491",0.2,0
"Nelson
										
										Jimmy Nelson",25,"SP","Pre-Arb","$500,000","-","-","$500,000","$215,846",0.2,0
"Jeffress
										
										Jeremy Jeffress",26,"RP","Pre-Arb","$507,600","-","-","$507,600","$194,163",0.18,0
"Rogers
										
										Jason Rogers",26,"1B","Pre-Arb","$500,000","-","-","$500,000","$76,502",0.07,0
"Clark
										
										Matt Clark",27,"3B","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.07,0
"Gomez
										
										Hector Gomez",26,"SS","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.07,0
