"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Wainwright
										
										Adam Wainwright",33,"SP","Vet","$19,500,000","-","-","$19,500,000","$19,500,000",14.75,"19,500,000"
"Holliday
										
										Matt Holliday",35,"DH","Vet","$17,000,000","-","$25,000","$17,025,000","$17,025,000",12.88,"17,142,857"
"Molina
										
										Yadier Molina",32,"C","Vet","$15,000,000","$200,000","$100,000","$15,300,000","$15,300,000",11.58,"15,000,000"
"Peralta
										
										Jhonny Peralta",33,"3B","Vet","$15,000,000","-","-","$15,000,000","$15,000,000",11.35,"13,250,000"
"Garcia
										
										Jaime Garcia",28,"SP","Vet","$9,250,000","$125,000","-","$9,375,000","$9,375,000",7.09,"6,875,000"
"Heyward
										
										Jason Heyward",25,"RF","Arb 3","$7,800,000","$500,000","-","$8,300,000","$8,300,000",6.28,"6,650,000"
"Lynn
										
										Lance Lynn",28,"SP","Arb 1","$7,000,000","-","-","$7,000,000","$7,000,000",5.3,"7,833,333"
"Jay
										
										Jon Jay",30,"CF","Arb 2","$3,500,000","$625,000","-","$4,125,000","$4,125,000",3.12,"5,487,500"
"Carpenter
										
										Matt Carpenter",29,"3B","Arb 1","$3,500,000","$250,000","-","$3,750,000","$3,750,000",2.84,"8,666,667"
"Belisle
										
										Matt Belisle",35,"RP","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",2.65,"3,500,000"
"Broxton
										
										Jonathan Broxton",31,"RP","Vet","$3,196,721","-","-","$3,196,721","$3,196,721",2.42,"7,000,000"
"Choate
										
										Randy Choate",39,"RP","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.27,"2,500,000"
"Cishek
										
										Steve Cishek",29,"RP","Arb 2","$2,652,732","-","-","$2,652,732","$2,652,732",2.01,"6,650,000"
"Moss
										
										Brandon Moss",31,"DH","Arb 2","$2,379,781","-","-","$2,379,781","$2,379,781",1.8,"6,500,000"
"Reynolds
										
										Mark Reynolds",31,"3B","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.51,"2,000,000"
"Villanueva
										
										Carlos Villanueva",31,"RP","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.51,"2,000,000"
"Diaz
										
										Aledmys Diaz",24,"SS","Pre-Arb","$1,500,000","$500,000","-","$2,000,000","$2,000,000",1.51,"2,000,000"
"Bourjos
										
										Peter Bourjos",28,"RF","Arb 2","$1,650,000","-","-","$1,650,000","$1,650,000",1.25,"1,650,000"
"Cruz
										
										Tony Cruz",28,"C","Arb 1","$775,000","-","-","$775,000","$775,000",0.59,"775,000"
"Rosenthal
										
										Trevor Rosenthal",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.4,"535,000"
"Adams
										
										Matt Adams",26,"1B","Pre-Arb","$534,000","-","-","$534,000","$534,000",0.4,"534,000"
"Maness
										
										Seth Maness",26,"RP","Pre-Arb","$530,000","-","-","$530,000","$530,000",0.4,"530,000"
"Kozma
										
										Pete Kozma",27,"SS","Pre-Arb","$522,000","-","-","$522,000","$522,000",0.39,"522,000"
"Wacha
										
										Michael Wacha",24,"SP","Pre-Arb","$520,000","-","-","$520,000","$520,000",0.39,"520,000"
"Wong
										
										Kolten Wong",24,"2B","Pre-Arb","$520,000","-","-","$520,000","$520,000",0.39,"520,000"
"Siegrist
										
										Kevin Siegrist",25,"RP","Pre-Arb","$518,000","-","-","$518,000","$518,000",0.39,"518,000"
"Grichuk
										
										Randal Grichuk",23,"RF","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.39,"510,000"
"Lackey
										
										John Lackey",36,"SP","Vet","$507,500","-","-","$507,500","$507,500",0.38,"16,500,000"
"Socolovich
										
										Miguel Socolovich",28,"RP","Pre-Arb","$507,500","-","-","$507,500","$310,601",0.23,"507,500"
"Piscotty
										
										Stephen Piscotty",24,"RF","Pre-Arb","$507,500","-","-","$507,500","$210,765",0.16,"507,500"
"Lyons
										
										Tyler Lyons",27,"RP","Pre-Arb","$507,500","-","-","$507,500","$199,672",0.15,"507,500"
"Pham
										
										Tommy Pham",27,"LF","Pre-Arb","$507,500","-","-","$507,500","$180,259",0.14,"507,500"
"Garcia
										
										Greg Garcia",25,"2B","Pre-Arb","$507,500","-","-","$507,500","$177,486",0.13,"507,500"
"Tuivailala
										
										Sam Tuivailala",22,"RP","Pre-Arb","$507,500","-","-","$507,500","$144,207",0.11,"507,500"
"Easley
										
										Ed Easley",29,"C","Pre-Arb","$507,500","-","-","$507,500","$135,887",0.1,"507,500"
"Stanley
										
										Cody Stanley",26,"C","Pre-Arb","$507,500","-","-","$507,500","$99,836",0.08,"507,500"
"Harris
										
										Mitch Harris",29,"RP","Pre-Arb","$507,500","-","-","$507,500","$94,289",0.07,"507,500"
"Tartamella
										
										Travis Tartamella",27,"C","Pre-Arb","$507,500","-","-","$507,500","$36,051",0.03,"507,500"
