"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Desmond
										
										Ian Desmond",32,"1B","Vet","$22,000,000","-","-","$22,000,000","$22,000,000",15.28,"14,000,000"
"Arenado
										
										Nolan Arenado",27,"3B","Arb 3","$17,750,000","-","-","$17,750,000","$17,750,000",12.33,"14,750,000"
"Davis
										
										Wade Davis",32,"RP/CL","Vet","$16,000,000","-","-","$16,000,000","$16,000,000",11.11,"17,333,333"
"Blackmon
										
										Charlie Blackmon",32,"CF","Arb 3","$12,000,000","$333,333","-","$12,333,333","$12,333,333",8.57,"18,000,000"
"Parra
										
										Gerardo Parra",31,"LF","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",6.95,"9,166,667"
"LeMahieu
										
										D.J. LeMahieu",29,"2B","Arb 3","$8,500,000","-","-","$8,500,000","$8,500,000",5.9,"8,500,000"
"Gonzalez
										
										Carlos Gonzalez",32,"RF","Vet","$5,000,000","-","$3,000,000","$8,000,000","$8,000,000",5.56,"8,000,000"
"Shaw
										
										Bryan Shaw",30,"RP","Vet","$7,500,000","-","-","$7,500,000","$7,500,000",5.21,"9,000,000"
"McGee
										
										Jake McGee",31,"RP","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",4.86,"9,000,000"
"Ottavino
										
										Adam Ottavino",32,"RP","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",4.86,"3,466,667"
"Iannetta
										
										Chris Iannetta",35,"C","Vet","$3,450,000","$150,000","-","$3,600,000","$3,600,000",2.5,"4,250,000"
"Bettis
										
										Chad Bettis",29,"SP","Arb 1","$2,000,000","-","-","$2,000,000","$2,000,000",1.39,"2,000,000"
"Rusin
										
										Chris Rusin",31,"RP","Arb 1","$1,287,500","-","-","$1,287,500","$1,287,500",0.89,"1,287,500"
"Oh
										
										Seung-Hwan Oh",35,"RP","Pre-Arb","$1,750,000","-","$1,000,000","$2,750,000","$630,403",0.44,"2,000,000"
"Anderson
										
										Tyler Anderson",28,"SP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.39,"555,000"
"Story
										
										Trevor Story",25,"SS","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.39,"555,000"
"Freeland
										
										Kyle Freeland",25,"SP","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.38,"550,000"
"Marquez
										
										German Marquez",23,"SP","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.38,"550,000"
"Wolters
										
										Tony Wolters",26,"C","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.38,"550,000"
"Gray
										
										Jon Gray",26,"SP","Pre-Arb","$555,000","-","-","$555,000","$513,248",0.36,"555,000"
"Oberg
										
										Scott Oberg",28,"RP","Pre-Arb","$555,000","-","-","$555,000","$453,568",0.32,"555,000"
"Dahl
										
										David Dahl",24,"OF","Pre-Arb","$550,000","-","-","$550,000","$452,421",0.31,"550,000"
"Musgrave
										
										Harrison Musgrave",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$430,710",0.3,"545,000"
"Valaika
										
										Pat Valaika",25,"SS","Pre-Arb","$550,000","-","-","$550,000","$408,066",0.28,"550,000"
"Butera
										
										Drew Butera",34,"C","Vet","$2,300,000","-","-","$2,300,000","$383,346",0.27,"1,900,000"
"Cuevas
										
										Noel Cuevas",26,"RF","Pre-Arb","$545,000","-","-","$545,000","$375,040",0.26,"545,000"
"Senzatela
										
										Antonio Senzatela",23,"SP","Pre-Arb","$545,000","-","-","$545,000","$366,250",0.25,"545,000"
"McMahon
										
										Ryan McMahon",23,"3B","Pre-Arb","$547,000","-","-","$547,000","$361,743",0.25,"547,000"
"Murphy
										
										Tom Murphy",27,"C","Pre-Arb","$545,000","-","-","$545,000","$251,980",0.18,"545,000"
"Almonte
										
										Yency Almonte",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$228,540",0.16,"545,000"
"Tapia
										
										Raimel Tapia",24,"LF","Pre-Arb","$545,000","-","-","$545,000","$158,220",0.11,"545,000"
"Hampson
										
										Garrett Hampson",23,"SS","Pre-Arb","$545,000","-","-","$545,000","$140,640",0.1,"545,000"
"Howard
										
										Sam Howard",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$134,780",0.09,"545,000"
"Holliday
										
										Matt Holliday",38,"OF","Vet","$545,000","-","-","$545,000","$114,270",0.08,"545,000"
"Johnson
										
										D.J. Johnson",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.05,"545,000"
