"Active.Players..39.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Zito
										
										Barry Zito",33,"SP","Vet","$18,500,000","-","-","$18,500,000","$18,500,000",14.68,0
"Lincecum
										
										Tim Lincecum",27,"RP","Arb 1","$13,000,000","$1,000,000","$100,000","$14,100,000","$14,100,000",11.19,0
"Rowand
										
										Aaron Rowand",33,"CF","Pre-Arb","$12,000,000","$1,600,000","-","$13,600,000","$13,600,000",10.8,0
"Huff
										
										Aubrey Huff",34,"1B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",7.94,0
"Cain
										
										Matt Cain",26,"RP","Vet","$7,000,000","$333,333","-","$7,333,333","$7,333,333",5.82,0
"Tejada
										
										Miguel Tejada",37,"2B","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",5.16,0
"Wilson
										
										Brian Wilson",29,"RP","Arb 2","$6,500,000","-","-","$6,500,000","$6,500,000",5.16,0
"Ross
										
										Cody Ross",30,"RF","Arb 3","$6,300,000","-","-","$6,300,000","$6,300,000",5,0
"Derosa
										
										Mark Derosa",36,"3B","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",4.76,0
"Sanchez
										
										Freddy Sanchez",33,"2B","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",4.76,0
"Sanchez
										
										Jonathan Sanchez",28,"SP","Arb 2","$4,800,000","-","-","$4,800,000","$4,800,000",3.81,0
"Affeldt
										
										Jeremy Affeldt",32,"RP","Vet","$4,500,000","-","-","$4,500,000","$4,500,000",3.57,0
"Lopez
										
										Javier Lopez",33,"RP","Arb 3","$2,375,000","-","-","$2,375,000","$2,375,000",1.89,0
"Beltran
										
										Carlos Beltran",34,"DH","Vet","$18,500,000","$1,571,428","$100,000","$20,171,428","$2,368,852",1.88,0
"Torres
										
										Andres Torres",33,"CF","Arb 1","$2,200,000","-","-","$2,200,000","$2,200,000",1.75,0
"Ramirez
										
										Ramon Ramirez",29,"RP","Arb 2","$1,650,000","-","-","$1,650,000","$1,650,000",1.31,0
"Casilla
										
										Santiago Casilla",30,"RP","Arb 2","$1,300,000","-","-","$1,300,000","$1,300,000",1.03,0
"Fontenot
										
										Mike Fontenot",31,"2B","Arb 2","$1,050,000","-","-","$1,050,000","$1,050,000",0.83,0
"Suppan
										
										Jeff Suppan",36,"SP","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",0.79,0
"Mota
										
										Guillermo Mota",37,"RP","Vet","$925,000","-","-","$925,000","$925,000",0.73,0
"Posey
										
										Buster Posey",24,"C","Pre-Arb","$575,000","-","-","$575,000","$575,000",0.46,0
"Sandoval
										
										Pablo Sandoval",24,"3B","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.4,0
"Bumgarner
										
										Madison Bumgarner",21,"SP","Pre-Arb","$450,000","-","-","$450,000","$450,000",0.36,0
"Romo
										
										Sergio Romo",28,"RP/CL","Pre-Arb","$450,000","-","-","$450,000","$450,000",0.36,0
"Schierholtz
										
										Nate Schierholtz",27,"RF","Pre-Arb","$432,500","-","-","$432,500","$432,500",0.34,0
"Whiteside
										
										Eli Whiteside",31,"C","Pre-Arb","$425,000","-","-","$425,000","$425,000",0.34,0
"Runzler
										
										Dan Runzler",26,"RP","Pre-Arb","$418,500","-","-","$418,500","$418,500",0.33,0
"Adrianza
										
										Ehire Adrianza",21,"SS","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Belt
										
										Brandon Belt",23,"1B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Burriss
										
										Emmanuel Burriss",26,"SS","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Crawford
										
										Brandon Crawford",24,"SS","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Gillaspie
										
										Conor Gillaspie",23,"3B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Peguero
										
										Francisco Peguero",23,"RF","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Pill
										
										Brett Pill",26,"1B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Sanchez
										
										Hector Sanchez",21,"C","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Sosa
										
										Henry Sosa",25,"SP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Stewart
										
										Chris Stewart",29,"C","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.33,0
"Vogelsong
										
										Ryan Vogelsong",33,"SP","Arb 2","$414,000","-","-","$414,000","$414,000",0.33,0
"Surkamp
										
										Eric Surkamp",23,"SP","Pre-Arb","$414,000","-","-","$414,000","$75,065",0.06,0
